word,lemma,lemma_log_freq,RE,word_log_freq,root_wholeSuffix_TP,root_firstSuffix_TP,mood_tense_TP,tense_person_TP,root_lastSuffix_TP
obrarían,obrar,4.400727897737122,0.5245257492306112,1.5440680443502757,0.350866511229709,0.9352793486717241,0.7970511254410442,0.9005953426260963,0.8070142213971125
obraré,obrar,4.400727897737122,0.5245257492306112,1.5185139398778875,0.34505972083816305,0.9352793486717241,,0.7156535719579533,0.4524765270573521
obrarás,obrar,4.400727897737122,0.5245257492306112,1.0791812460476249,0.24522789664013214,0.9352793486717241,,0.6796042104226108,0.6345295038427886
obrará,obrar,4.400727897737122,0.5245257492306112,2.59659709562646,0.590038092780434,0.9352793486717241,,0.846413247917702,0.590038092780434
obraremos,obrar,4.400727897737122,0.5245257492306112,1.568201724066995,0.3563505312094785,0.9352793486717241,,0.7220489182901982,0.6184910038660005
obrarán,obrar,4.400727897737122,0.5245257492306112,1.9912260756924949,0.4524765270573521,0.9352793486717241,,0.7707207647920508,0.8070142213971125
rayaba,rayar,3.9661417327390325,0.35576170083523123,2.4638929889859074,0.6212317045171085,0.6603630195580497,,0.97624971162829,0.8834254848067292
rayabas,rayar,3.9661417327390325,0.35576170083523123,0.0,0.0,0.6603630195580497,,0.7217199903468794,0.7335986016898658
rayábamos,rayar,3.9661417327390325,0.35576170083523123,0.6989700043360189,0.17623424764835813,0.6603630195580497,,0.7756824360345344,0.47706177191600074
rayaban,rayar,3.9661417327390325,0.35576170083523123,2.0755469613925306,0.5233163868703073,0.6603630195580497,,0.9120103763423913,0.8077312892107792
rayaría,rayar,3.9661417327390325,0.35576170083523123,1.6127838567197355,0.40663797851872047,0.8326851623143416,0.7970511254410442,0.9801186517326936,0.8834254848067292
rayarías,rayar,3.9661417327390325,0.35576170083523123,0.3010299956639812,0.07589995919184883,0.8326851623143416,0.7970511254410442,0.7588480383651803,0.7335986016898658
rayaríamos,rayar,3.9661417327390325,0.35576170083523123,0.0,0.0,0.8326851623143416,0.7970511254410442,0.8093677774324042,0.47706177191600074
rayarían,rayar,3.9661417327390325,0.35576170083523123,1.0413926851582251,0.26257071868156245,0.8326851623143416,0.7970511254410442,0.9005953426260963,0.8077312892107792
rayaré,rayar,3.9661417327390325,0.35576170083523123,0.0,0.0,0.8326851623143416,,0.7156535719579533,0.43880496632992055
rayarás,rayar,3.9661417327390325,0.35576170083523123,0.3010299956639812,0.07589995919184883,0.8326851623143416,,0.6796042104226108,0.7335986016898658
rayará,rayar,3.9661417327390325,0.35576170083523123,1.4313637641589874,0.3608957673760393,0.8326851623143416,,0.846413247917702,0.3608957673760393
rayaremos,rayar,3.9661417327390325,0.35576170083523123,0.47712125471966244,0.12029858912534644,0.8326851623143416,,0.7220489182901982,0.47706177191600074
rayarán,rayar,3.9661417327390325,0.35576170083523123,0.9542425094393249,0.24059717825069288,0.8326851623143416,,0.7707207647920508,0.8077312892107792
tasaba,tasar,3.2873537727147464,0.9306798897351894,1.4313637641589874,0.4354151889703509,0.4968946357819723,,0.97624971162829,0.6016156891004809
tasabas,tasar,3.2873537727147464,0.9306798897351894,0.0,0.0,0.4968946357819723,,0.7217199903468794,0.7415540679113635
tasábamos,tasar,3.2873537727147464,0.9306798897351894,0.0,0.0,0.4968946357819723,,0.7756824360345344,0.4937860062007859
tasaban,tasar,3.2873537727147464,0.9306798897351894,1.1760912590556813,0.3577623037767692,0.4968946357819723,,0.9120103763423913,0.7113492052525494
tasaría,tasar,3.2873537727147464,0.9306798897351894,0.47712125471966244,0.1451383963234503,0.8574937805571596,0.7970511254410442,0.9801186517326936,0.6016156891004809
tasarías,tasar,3.2873537727147464,0.9306798897351894,0.0,0.0,0.8574937805571596,0.7970511254410442,0.7588480383651803,0.7415540679113635
tasaríamos,tasar,3.2873537727147464,0.9306798897351894,0.0,0.0,0.8574937805571596,0.7970511254410442,0.8093677774324042,0.4937860062007859
